Date, Ticker, Percent Return
2021-01-04T05:00:00Z,ANTE,0.02
2021-02-11T05:00:00Z,ANTE,0.02
2021-02-18T05:00:00Z,ANTE,0.02
2021-03-10T05:00:00Z,ANTE,0.02
2019-05-07T04:00:00Z,SBGI,0.02
2020-11-10T05:00:00Z,SITC,0.02
2020-04-17T04:00:00Z,ISSC,0.02
2019-02-21T05:00:00Z,KNDI,0.02
2020-04-14T04:00:00Z,KNDI,0.02
2020-07-30T04:00:00Z,KNDI,0.02
2020-11-20T05:00:00Z,KNDI,0.02
2020-03-23T04:00:00Z,TRNS,0.02
2020-03-25T04:00:00Z,UAL,0.02
2020-03-26T04:00:00Z,EFC,0.02
2020-04-09T04:00:00Z,EFC,0.02
2020-03-20T04:00:00Z,EEX,0.02
2020-05-06T04:00:00Z,EEX,-0.2397
2020-05-27T04:00:00Z,EEX,0.02
2020-06-05T04:00:00Z,EEX,0.02
2020-10-02T04:00:00Z,EEX,0.02
2020-11-10T05:00:00Z,RPT,0.02
2018-11-01T04:00:00Z,VCYT,0.02
2020-03-16T04:00:00Z,USAC,0.02
2020-03-20T04:00:00Z,USAC,0.02
2019-04-04T04:00:00Z,OESX,0.02
2019-05-21T04:00:00Z,OESX,0.02
2020-03-20T04:00:00Z,NOG,0.02
2020-06-09T04:00:00Z,NOG,0.02
2020-02-21T05:00:00Z,BXC,0.02
2020-05-28T04:00:00Z,BXC,0.02
2020-03-18T04:00:00Z,SPOK,0.02
2020-03-25T04:00:00Z,TPR,0.02
2018-11-02T04:00:00Z,AMSC,0.02
2021-06-11T04:00:00Z,AMSC,-0.143341
2020-05-20T04:00:00Z,SVT,-0.0604265
2019-01-08T05:00:00Z,SCYX,0.02
2019-02-01T05:00:00Z,SCYX,0.02
2020-04-14T04:00:00Z,MN,0.02
2020-04-16T04:00:00Z,MN,0.02
2020-03-20T04:00:00Z,LOVE,0.02
2020-04-13T04:00:00Z,LOVE,0.02
2020-04-20T04:00:00Z,LOVE,0.02
2021-01-27T05:00:00Z,VIR,0.02
2021-03-18T04:00:00Z,VIR,-0.095754
2020-06-02T04:00:00Z,INSE,0.02
2020-07-13T04:00:00Z,INSE,0.02
2018-12-28T05:00:00Z,BTAI,0.02
2019-01-08T05:00:00Z,BTAI,0.02
2020-01-03T05:00:00Z,BTAI,0.02
2020-02-14T05:00:00Z,BTAI,0.02
2020-02-18T05:00:00Z,BTAI,0.02
2020-09-02T04:00:00Z,JNCE,0.02
2020-03-20T04:00:00Z,CEQP,0.02
2018-06-08T04:00:00Z,AVHI,0.02
2019-01-07T05:00:00Z,DRRX,0.02
2019-05-06T04:00:00Z,DRRX,0.02
2019-07-23T04:00:00Z,DRRX,0.02
2018-06-29T04:00:00Z,BV,0.02
2020-03-25T04:00:00Z,W,0.02
2020-04-07T04:00:00Z,W,0.02
2018-06-20T04:00:00Z,ASTC,0.02
2018-09-24T04:00:00Z,ASTC,0.02
2018-12-13T05:00:00Z,ASTC,0.02
2018-12-24T05:00:00Z,ASTC,0.02
2020-03-26T04:00:00Z,ASTC,0.02
2020-04-13T04:00:00Z,ASTC,0.02
2020-10-28T04:00:00Z,ASTC,-0.223642
2019-02-05T05:00:00Z,VYGR,-0.0227066
2020-03-25T04:00:00Z,UBOT,0.02
2020-04-27T04:00:00Z,UBOT,0.02
2021-05-07T04:00:00Z,WW,0.02
2019-03-15T04:00:00Z,MDB,0.02
2020-01-30T05:00:00Z,SLM,-0.0375874
2019-10-30T04:00:00Z,AMKR,0.02
2020-03-20T04:00:00Z,THC,0.02
2020-04-09T04:00:00Z,THC,0.02
2020-05-15T04:00:00Z,CLLS,0.02
2018-07-26T04:00:00Z,VRAY,0.02
2019-12-10T05:00:00Z,VRAY,-0.0410959
2020-08-05T04:00:00Z,VRAY,0.02
2021-01-05T05:00:00Z,VRAY,0.02
2018-07-09T04:00:00Z,ACIU,0.02
2021-06-14T04:00:00Z,ACIU,0.02
2019-05-29T04:00:00Z,XELA,0.02
2019-10-07T04:00:00Z,XELA,0.02
2020-03-26T04:00:00Z,XELA,0.02
2020-05-01T04:00:00Z,XELA,0.02
2020-07-29T04:00:00Z,XELA,0.02
2020-12-21T05:00:00Z,XELA,0.02
2021-01-15T05:00:00Z,XELA,0.02
2021-01-26T05:00:00Z,XELA,0.02
2021-01-27T05:00:00Z,XELA,0.02
2021-03-10T05:00:00Z,XELA,0.02
2021-06-30T04:00:00Z,XELA,0.02
2021-07-07T04:00:00Z,XELA,0.02
2021-07-14T04:00:00Z,XELA,0.02
2020-12-02T05:00:00Z,CNXC,0.02
2019-01-08T05:00:00Z,PFMT,-0.109453
2020-09-29T04:00:00Z,PFMT,0.02
2020-10-19T04:00:00Z,PFMT,-0.295775
2020-02-28T05:00:00Z,DCO,-0.2041
2019-12-27T05:00:00Z,VRNA,0.02
2020-03-23T04:00:00Z,VRNA,0.02
2020-07-24T04:00:00Z,VRNA,-0.186992
2020-03-25T04:00:00Z,TVTY,0.02
2020-03-26T04:00:00Z,TVTY,0.02
2020-08-11T04:00:00Z,TVTY,0.02
2020-02-04T05:00:00Z,GURE,0.02
2018-12-26T05:00:00Z,QUIK,0.02
2019-02-05T05:00:00Z,QUIK,0.02
2019-12-06T05:00:00Z,QUIK,0.02
2021-02-17T05:00:00Z,QUIK,0.02
2019-02-07T05:00:00Z,STON,0.02
2019-07-08T04:00:00Z,STON,-0.109091
2019-08-23T04:00:00Z,STON,-0.205128
2020-12-22T05:00:00Z,STON,0.02
2021-03-22T04:00:00Z,STON,0.02
2021-04-19T04:00:00Z,STON,0.02
2020-08-28T04:00:00Z,HARP,-0.183365
2020-03-20T04:00:00Z,JOB,0.02
2020-03-25T04:00:00Z,JOB,0.02
2020-03-26T04:00:00Z,JOB,0.02
2020-06-04T04:00:00Z,JOB,0.02
2020-06-16T04:00:00Z,JOB,-0.0544018
2020-07-06T04:00:00Z,JOB,0.02
2020-08-07T04:00:00Z,JOB,0.02
2020-03-27T04:00:00Z,GPMT,0.02
2020-04-09T04:00:00Z,GPMT,0.02
2020-04-17T04:00:00Z,GPMT,-0.221875
2020-06-09T04:00:00Z,GPMT,0.02
2020-07-17T04:00:00Z,ARC,0.02
2020-07-30T04:00:00Z,ARC,0.02
2020-06-03T04:00:00Z,DLA,-0.112202
2020-03-20T04:00:00Z,STAR,0.02
2020-06-09T04:00:00Z,SND,0.02
2019-01-02T05:00:00Z,AXSM,0.02
2019-01-08T05:00:00Z,AXSM,0.02
2019-01-15T05:00:00Z,AXSM,-0.0479616
2019-04-01T04:00:00Z,AXSM,-0.180218
2019-12-18T05:00:00Z,AXSM,0.02
2021-01-19T05:00:00Z,BCYC,0.02
2021-06-16T04:00:00Z,AMSWA,-0.110626
2020-03-20T04:00:00Z,PAGP,0.02
2020-03-24T04:00:00Z,PAGP,0.02
2018-11-02T04:00:00Z,FORM,0.02
2020-06-17T04:00:00Z,SALM,0.02
2020-07-16T04:00:00Z,SALM,0.02
2020-07-20T04:00:00Z,SALM,0.02
2020-09-14T04:00:00Z,SALM,0.02
2020-10-08T04:00:00Z,SALM,0.02
2021-02-10T05:00:00Z,SALM,0.02
2021-03-03T05:00:00Z,SALM,-0.0935484
2020-03-20T04:00:00Z,AL,0.02
2020-03-25T04:00:00Z,AL,0.02
2019-01-10T05:00:00Z,BW,0.02
2019-04-08T04:00:00Z,BW,0.02
2020-05-19T04:00:00Z,BW,-0.0855856
2020-08-28T04:00:00Z,REKR,0.02
2020-11-02T05:00:00Z,REKR,0.02
2020-03-16T04:00:00Z,FAS,0.02
2020-03-25T04:00:00Z,FAS,0.02
2019-02-26T05:00:00Z,MX,-0.130631
2021-04-05T04:00:00Z,MX,0.02
2020-11-11T05:00:00Z,AMPY,0.02
2020-03-20T04:00:00Z,SUN,0.02
2021-02-02T05:00:00Z,ICLK,0.02
2019-04-03T04:00:00Z,SGMO,0.02
2020-12-11T05:00:00Z,SGMO,0.02
2020-03-16T04:00:00Z,CTRA,0.02
2020-03-26T04:00:00Z,CTRA,0.02
2020-04-09T04:00:00Z,CTRA,0.02
2020-06-08T04:00:00Z,CTRA,0.02
2020-09-21T04:00:00Z,CTRA,0.02
2021-02-02T05:00:00Z,ALYA,0.02
2020-03-20T04:00:00Z,RCKT,0.02
2020-12-16T05:00:00Z,RCKT,-0.143147
2020-11-10T05:00:00Z,WBT,0.02
2021-04-28T04:00:00Z,WBT,-0.00487157
2020-03-16T04:00:00Z,GEL,0.02
2020-04-02T04:00:00Z,GEL,0.02
2019-06-21T04:00:00Z,FRSX,0.02
2019-07-01T04:00:00Z,FRSX,0.02
2020-05-05T04:00:00Z,FRSX,0.02
2020-11-24T05:00:00Z,FRSX,0.02
2020-12-23T05:00:00Z,FRSX,0.02
2020-12-24T05:00:00Z,FRSX,0.02
2021-01-14T05:00:00Z,FRSX,0.02
2021-01-20T05:00:00Z,FRSX,0.02
2021-03-02T05:00:00Z,FRSX,0.02
2021-05-24T04:00:00Z,FRSX,-0.125581
2018-06-14T04:00:00Z,ENPH,0.02
2019-05-02T04:00:00Z,ENPH,0.02
2019-08-01T04:00:00Z,ENPH,0.02
2020-02-20T05:00:00Z,ENPH,0.02
2020-03-20T04:00:00Z,NCR,0.02
2019-12-24T05:00:00Z,ITCI,0.02
2020-09-10T04:00:00Z,ITCI,0.02
2019-11-22T05:00:00Z,KNSA,0.02
2020-04-01T04:00:00Z,KNSA,0.02
2019-06-11T04:00:00Z,MHLD,0.02
2019-08-02T04:00:00Z,MHLD,0.02
2020-03-24T04:00:00Z,MHLD,0.02
2020-11-17T05:00:00Z,MHLD,0.02
2020-10-26T04:00:00Z,BUR,-0.121101
2020-05-19T04:00:00Z,APEI,-0.089317
2018-10-16T04:00:00Z,KRYS,0.02
2019-06-25T04:00:00Z,KRYS,0.02
2018-09-20T04:00:00Z,MTEM,0.02
2020-03-26T04:00:00Z,LIND,0.02
2020-11-10T05:00:00Z,LIND,0.02
2021-04-01T04:00:00Z,IVAC,0.02
2018-11-09T05:00:00Z,FLNT,0.02
2020-01-16T05:00:00Z,FLNT,0.02
2020-08-27T04:00:00Z,FLNT,0.02
2020-03-27T04:00:00Z,MTEX,0.02
2021-03-31T04:00:00Z,MTEX,0.02
2021-06-01T04:00:00Z,MTEX,0.02
2021-07-08T04:00:00Z,MTEX,0.02
2018-12-12T05:00:00Z,CORT,0.02
2020-09-03T04:00:00Z,CORT,0.02
2020-11-20T05:00:00Z,CORT,0.02
2018-09-04T04:00:00Z,BMA,0.02
2019-12-30T05:00:00Z,ORGS,0.02
2020-03-20T04:00:00Z,CASH,0.02
2020-10-30T04:00:00Z,CASH,0.02
2020-04-24T04:00:00Z,LBRT,0.02
2020-05-06T04:00:00Z,LBRT,-0.161616
2020-09-02T04:00:00Z,LBRT,0.02
2020-06-26T04:00:00Z,BYFC,-0.568539
2020-07-06T04:00:00Z,BYFC,0.02
2020-09-28T04:00:00Z,BYFC,0.02
2019-07-02T04:00:00Z,IEA,0.02
2019-08-15T04:00:00Z,IEA,0.02
2020-06-25T04:00:00Z,IEA,0.02
2020-09-28T04:00:00Z,IEA,0.02
2020-03-20T04:00:00Z,CHMG,-0.096875
2019-01-07T05:00:00Z,EPZM,0.02
2019-11-21T05:00:00Z,SURF,0.02
2020-01-17T05:00:00Z,SURF,0.02
2020-05-21T04:00:00Z,SURF,0.02
2020-05-22T04:00:00Z,SURF,0.02
2020-10-13T04:00:00Z,SURF,0.02
2018-09-18T04:00:00Z,XSPA,-0.35
2018-10-25T04:00:00Z,XSPA,0.02
2019-06-27T04:00:00Z,XSPA,0.02
2020-03-23T04:00:00Z,XSPA,0.02
2020-03-26T04:00:00Z,XSPA,0.02
2020-04-06T04:00:00Z,XSPA,0.02
2020-04-16T04:00:00Z,XSPA,0.02
2020-05-26T04:00:00Z,XSPA,0.02
2020-06-11T04:00:00Z,XSPA,0.02
2020-06-12T04:00:00Z,XSPA,0.02
2020-06-15T04:00:00Z,XSPA,0.02
2019-11-05T05:00:00Z,TUSK,0.02
2020-03-11T04:00:00Z,TUSK,0.02
2020-03-27T04:00:00Z,TUSK,-0.144433
2020-05-08T04:00:00Z,TUSK,0.02
2020-06-09T04:00:00Z,TUSK,0.02
2020-12-09T05:00:00Z,TUSK,0.02
2021-02-24T05:00:00Z,TUSK,0.02
2020-03-20T04:00:00Z,BYD,0.02
2019-11-20T05:00:00Z,MYOV,0.02
2020-06-02T04:00:00Z,MYOV,0.02
2020-03-20T04:00:00Z,ESGR,0.02
2020-03-18T04:00:00Z,OR,0.02
2019-09-23T04:00:00Z,CRC,-0.293038
2019-11-04T05:00:00Z,CRC,0.02
2020-04-24T04:00:00Z,CRC,0.02
2020-06-08T04:00:00Z,CRC,0.02
2020-06-09T04:00:00Z,CRC,0.02
2019-02-06T05:00:00Z,AMRS,0.02
2019-08-12T04:00:00Z,AMRS,0.02
2020-03-18T04:00:00Z,AMRS,0.02
2020-05-12T04:00:00Z,AMRS,0.02
2020-06-03T04:00:00Z,AMRS,0.02
2020-03-25T04:00:00Z,WHLRP,0.02
2019-10-07T04:00:00Z,ECOR,0.02
2020-03-20T04:00:00Z,ECOR,0.02
2020-03-31T04:00:00Z,ECOR,0.02
2020-04-13T04:00:00Z,ECOR,-0.1559
2020-04-20T04:00:00Z,ECOR,0.02
2020-06-08T04:00:00Z,ECOR,0.02
2020-07-14T04:00:00Z,ECOR,0.02
2020-08-03T04:00:00Z,ECOR,0.02
2021-01-22T05:00:00Z,ECOR,0.02
2020-03-20T04:00:00Z,LAUR,0.02
2020-12-14T05:00:00Z,EDIT,0.02
2020-12-28T05:00:00Z,EDIT,0.02
2021-01-20T05:00:00Z,BB,0.02
2021-01-26T05:00:00Z,BB,0.02
2021-01-28T05:00:00Z,BB,0.02
2021-06-03T04:00:00Z,BB,0.02
2019-08-07T04:00:00Z,ULTR,0.000898088
2019-02-07T05:00:00Z,EOLS,0.02
2021-02-25T05:00:00Z,EOLS,0.02
2020-03-20T04:00:00Z,CLMT,0.02
2020-04-13T04:00:00Z,CLMT,0.02
2020-03-25T04:00:00Z,MGM,0.02
2020-12-22T05:00:00Z,ATEX,0.02
2020-06-01T04:00:00Z,ZS,0.02
2020-12-08T05:00:00Z,ZS,0.02
2020-03-20T04:00:00Z,ADNT,0.02
2020-04-07T04:00:00Z,ADNT,0.02
2019-10-17T04:00:00Z,ASMB,0.02
2019-12-19T05:00:00Z,ASMB,-0.125106
2020-03-20T04:00:00Z,ORN,0.02
2021-02-08T05:00:00Z,TDC,0.02
2021-02-09T05:00:00Z,TDC,0.02
2021-04-23T04:00:00Z,TDC,0.02
2020-03-20T04:00:00Z,MEIP,0.02
2020-04-15T04:00:00Z,MEIP,0.02
2020-03-19T04:00:00Z,ESSA,0.02
2021-01-29T05:00:00Z,XM,0.02
2020-10-15T04:00:00Z,REPL,0.02
2020-03-26T04:00:00Z,SAH,0.02
2020-03-16T04:00:00Z,TQQQ,0.02
2020-11-10T05:00:00Z,DBI,0.02
2020-03-20T04:00:00Z,ATKR,0.02
2020-05-13T04:00:00Z,CBAY,0.02
2020-07-30T04:00:00Z,CBAY,-0.195402
2020-08-04T04:00:00Z,CBAY,0.02
2019-12-30T05:00:00Z,STCN,-0.135593
2021-01-20T05:00:00Z,STCN,0.02
2021-01-21T05:00:00Z,STCN,0.02
2019-01-16T05:00:00Z,ACET,0.02
2019-02-28T05:00:00Z,ACET,0.02
2019-03-06T05:00:00Z,ACET,0.02
2019-03-12T04:00:00Z,ACET,0.02
2019-06-07T04:00:00Z,LJPC,0.02
2019-06-14T04:00:00Z,LJPC,-0.217566
2020-01-10T05:00:00Z,LJPC,0.02
2020-01-22T05:00:00Z,LJPC,-0.0758294
2021-01-13T05:00:00Z,LJPC,0.02
2020-10-21T04:00:00Z,CIH,0.02
2019-12-04T05:00:00Z,CLXT,0.02
2020-03-20T04:00:00Z,CLXT,0.02
2021-01-20T05:00:00Z,CLXT,0.02
2021-07-15T04:00:00Z,CLXT,-0.189655
2020-03-25T04:00:00Z,FCX,0.02
2020-03-16T04:00:00Z,HLX,0.02
2020-04-13T04:00:00Z,HLX,0.02
2020-04-30T04:00:00Z,HLX,0.02
2020-07-24T04:00:00Z,HLX,0.02
2020-03-20T04:00:00Z,PARR,0.02
2019-08-07T04:00:00Z,NPTN,0.02
2019-09-09T04:00:00Z,STXS,0.02
2019-01-15T05:00:00Z,VHC,0.02
2019-01-16T05:00:00Z,VHC,0.02
2020-03-03T05:00:00Z,EXTN,0.02
2020-03-16T04:00:00Z,EXTN,0.02
2020-03-25T04:00:00Z,SABR,0.02
2020-03-25T04:00:00Z,SABR,0.02
2020-03-26T04:00:00Z,SABR,0.02
2020-04-07T04:00:00Z,SABR,0.02
2020-11-16T05:00:00Z,SABR,0.02
2020-03-25T04:00:00Z,SUM,0.02
2018-09-19T04:00:00Z,VKTX,0.02
2020-11-04T05:00:00Z,INSP,0.02
2020-03-20T04:00:00Z,PEB,0.02
2020-11-10T05:00:00Z,PEB,0.02
2021-06-10T04:00:00Z,GEO,0.02
2019-02-06T05:00:00Z,CODX,-0.180645
2019-07-22T04:00:00Z,CODX,0.02
2020-01-17T05:00:00Z,CODX,-0.186567
2020-01-24T05:00:00Z,CODX,0.02
2020-01-28T05:00:00Z,CODX,0.02
2020-02-11T05:00:00Z,CODX,0.02
2020-02-25T05:00:00Z,CODX,0.02
2020-02-27T05:00:00Z,CODX,0.02
2020-03-05T05:00:00Z,CODX,-0.344526
2020-03-03T05:00:00Z,CODX,0.02
2020-03-18T04:00:00Z,CODX,-0.327044
2020-04-13T04:00:00Z,CODX,0.02
2020-04-17T04:00:00Z,CODX,0.02
2020-05-14T04:00:00Z,CODX,0.02
2020-08-10T04:00:00Z,CODX,-0.181265
2020-09-09T04:00:00Z,CODX,0.02
2020-03-25T04:00:00Z,EQH,0.02
2020-03-16T04:00:00Z,BTU,0.02
2020-03-24T04:00:00Z,BTU,-0.20339
2020-05-11T04:00:00Z,BTU,0.02
2020-06-08T04:00:00Z,BTU,0.02
2020-12-10T05:00:00Z,BTU,0.02
2020-12-11T05:00:00Z,BTU,0.02
2020-12-31T05:00:00Z,BTU,0.02
2021-02-03T05:00:00Z,BTU,-0.0604752
2021-05-18T04:00:00Z,BTU,0.02
2019-05-13T04:00:00Z,CDLX,0.02
2019-11-14T05:00:00Z,CDLX,0.02
2020-03-25T04:00:00Z,CDLX,0.02
2020-04-07T04:00:00Z,CDLX,0.02
2020-03-25T04:00:00Z,LNC,0.02
2020-11-16T05:00:00Z,LNC,0.02
2019-01-11T05:00:00Z,RFL,0.02
2020-03-20T04:00:00Z,UAN,0.02
2020-03-23T04:00:00Z,FRGI,0.02
2020-05-11T04:00:00Z,FRGI,0.02
2020-08-07T04:00:00Z,FRGI,0.02
2020-03-18T04:00:00Z,WVE,0.02
2020-03-20T04:00:00Z,RHP,0.02
2020-03-25T04:00:00Z,RHP,0.02
2020-11-10T05:00:00Z,RHP,0.02
2020-03-16T04:00:00Z,TECL,0.02
2020-03-25T04:00:00Z,TECL,0.02
2020-04-14T04:00:00Z,TECL,0.02
2020-03-26T04:00:00Z,FLMN,0.02
2020-11-09T05:00:00Z,FLMN,0.02
2020-06-08T04:00:00Z,RIG,0.02
2020-06-15T04:00:00Z,RIG,-0.316109
2020-11-24T05:00:00Z,RIG,0.02
2021-01-28T05:00:00Z,RIG,0.02
2021-04-14T04:00:00Z,NVCR,0.02
2020-11-16T05:00:00Z,PRO,-0.000515597
2020-03-20T04:00:00Z,AUBN,0.02
2019-01-08T05:00:00Z,LINC,-0.0200669
2019-04-24T04:00:00Z,WWR,0.02
2019-10-16T04:00:00Z,WWR,0.02
2020-07-06T04:00:00Z,WWR,0.02
2020-09-29T04:00:00Z,WWR,0.02
2020-10-05T04:00:00Z,WWR,0.02
2020-10-06T04:00:00Z,WWR,0.02
2020-10-07T04:00:00Z,WWR,0.02
2020-11-18T05:00:00Z,WWR,0.02
2021-01-21T05:00:00Z,WWR,0.02
2019-09-23T04:00:00Z,WTI,-0.202037
2020-03-20T04:00:00Z,WTI,0.02
2020-11-10T05:00:00Z,LYFT,0.02
2019-08-28T04:00:00Z,WYY,-0.156627
2020-12-03T05:00:00Z,WYY,-0.24
2019-10-17T04:00:00Z,BNGO,0.02
2019-10-21T04:00:00Z,BNGO,0.02
2020-03-03T05:00:00Z,BNGO,0.02
2020-12-28T05:00:00Z,BNGO,0.02
2020-12-29T05:00:00Z,BNGO,0.02
2020-12-30T05:00:00Z,BNGO,0.02
2020-12-31T05:00:00Z,BNGO,0.02
2021-01-04T05:00:00Z,BNGO,0.02
2021-01-05T05:00:00Z,BNGO,0.02
2021-01-26T05:00:00Z,BNGO,0.02
2019-07-01T04:00:00Z,CDMO,0.02
2020-03-20T04:00:00Z,RES,0.02
2020-02-06T05:00:00Z,GHL,0.02
2020-03-23T04:00:00Z,APEN,0.02
2020-12-01T05:00:00Z,APEN,0.02
2021-03-02T05:00:00Z,APEN,0.02
2020-03-18T04:00:00Z,BVN,0.02
2021-02-01T05:00:00Z,ICCC,0.02
2021-02-16T05:00:00Z,HNNA,-0.141423
2020-12-01T05:00:00Z,MSTR,0.02
2021-02-09T05:00:00Z,MSTR,0.02
2021-07-27T04:00:00Z,MSTR,0.02
2020-11-16T05:00:00Z,NOV,0.02
2020-03-20T04:00:00Z,BKCC,0.02
2019-04-18T04:00:00Z,FRSH,0.00155521
2020-01-06T05:00:00Z,LPTX,0.02
2020-02-20T05:00:00Z,LPTX,0.02
2020-08-26T04:00:00Z,MDWD,0.02
2020-03-20T04:00:00Z,SKYW,0.02
2020-03-25T04:00:00Z,GTLS,0.02
2020-04-07T04:00:00Z,PLCE,0.02
2020-03-20T04:00:00Z,NAVI,0.02
2020-03-26T04:00:00Z,HAL,0.02
2018-08-07T04:00:00Z,PTGX,0.02
2019-12-05T05:00:00Z,PTGX,0.02
2020-05-11T04:00:00Z,PTGX,0.02
2021-02-26T05:00:00Z,VIOT,-0.452243
2020-03-19T04:00:00Z,TPC,0.02
2020-03-20T04:00:00Z,TPC,0.02
2020-05-08T04:00:00Z,TPC,0.02
2018-12-28T05:00:00Z,AVDL,0.02
2019-09-30T04:00:00Z,AVDL,-0.0672646
2020-02-24T05:00:00Z,AVDL,0.02
2020-03-20T04:00:00Z,AVDL,0.02
2018-06-26T04:00:00Z,REFR,0.02
2021-01-14T05:00:00Z,REFR,0.02
2020-03-11T04:00:00Z,NS,0.02
2020-03-25T04:00:00Z,LL,0.02
2020-07-15T04:00:00Z,LL,0.02
2020-01-15T05:00:00Z,DNLI,0.02
2020-08-07T04:00:00Z,DNLI,0.02
2020-04-02T04:00:00Z,BFST,-0.191837
2018-09-12T04:00:00Z,CIDM,0.02
2018-10-24T04:00:00Z,CIDM,0.02
2020-05-21T04:00:00Z,CIDM,0.02
2020-06-04T04:00:00Z,CIDM,0.02
2020-06-08T04:00:00Z,CIDM,0.02
2020-09-14T04:00:00Z,CIDM,0.02
2021-01-20T05:00:00Z,CIDM,0.02
2021-07-16T04:00:00Z,CIDM,0.02
2020-03-20T04:00:00Z,DXC,0.02
2020-03-25T04:00:00Z,DXC,0.02
2020-06-17T04:00:00Z,RPRX,0.02
2018-08-10T04:00:00Z,UEIC,-0.055991
2019-08-15T04:00:00Z,XNET,0.02
2019-10-28T04:00:00Z,XNET,0.02
2021-01-14T05:00:00Z,XNET,-0.341709
2021-02-17T05:00:00Z,XNET,0.02
2020-03-25T04:00:00Z,HOG,0.02
2020-05-12T04:00:00Z,CYTK,0.02
2021-07-20T04:00:00Z,CYTK,0.02
2020-04-17T04:00:00Z,DNN,0.02
2021-02-17T05:00:00Z,DNN,0.02
2020-03-20T04:00:00Z,ZDGE,-0.267783
2020-10-26T04:00:00Z,ZDGE,0.02
2021-02-09T05:00:00Z,ZDGE,0.02
2018-06-18T04:00:00Z,AMEH,0.02
